"WATER_ID","DU","Waterbody","TN_SITE_CLASS","TP_SITE_CLASS","ECOREGION","ELEVATION","Criteria_Name","Criteria_Value","CHR_UID","CHR_UID_Unique"
"NM-2116.A_022","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","SC_WQC","500",1815,"1815"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","TEMP_4T3","20",999920,"999920"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","TEMP_WQC","23",2849,"2849"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","DO_WQC","6",985,"985"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","SC_WQC","500",1815,"1815"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","TEMP_4T3","20",999920,"999920"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","TEMP_WQC","23",2849,"2849"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","DO_WQC","6",985,"985"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","SC_WQC","500",1815,"1815"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","TEMP_4T3","20",999920,"999920"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","TEMP_WQC","23",2849,"2849"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","DO_WQC","6",985,"985"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","SC_WQC","500",1815,"1815"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","TEMP_4T3","20",999920,"999920"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","TEMP_WQC","23",2849,"2849"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","DO_WQC","6",985,"985"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","SC_WQC","500",1815,"1815"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","TEMP_4T3","20",999920,"999920"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","TEMP_WQC","23",2849,"2849"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","DO_WQC","6",985,"985"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","SC_WQC","500",1815,"1815"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","TEMP_4T3","20",999920,"999920"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","TEMP_WQC","23",2849,"2849"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","DO_WQC","6",985,"985"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","SC_WQC","500",1815,"1815"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","TEMP_4T3","20",999920,"999920"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","TEMP_WQC","23",2849,"2849"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","DO_WQC","6",985,"985"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","SC_WQC","500",1815,"1815"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","TEMP_4T3","20",999920,"999920"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","TEMP_WQC","23",2849,"2849"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","DO_WQC","6",985,"985"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","SC_WQC","500",1815,"1815"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","TEMP_4T3","20",999920,"999920"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","TEMP_WQC","23",2849,"2849"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","DO_WQC","6",985,"985"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","SC_WQC","500",1815,"1815"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","TEMP_4T3","20",999920,"999920"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","TEMP_WQC","23",2849,"2849"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","DO_WQC","6",985,"985"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","SC_WQC","500",1815,"1815"
"NM-2116.A_080","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","TEMP_4T3","20",999920,"999920"
"NM-2116.A_080","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","TEMP_WQC","23",2849,"2849"
"NM-2116.A_080","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_080","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_080","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","DO_WQC","6",985,"985"
"NM-2116.A_080","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","SC_WQC","500",1815,"1815"
"NM-2116.A_081","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7625","TEMP_4T3","20",999920,"999920"
"NM-2116.A_081","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7625","TEMP_WQC","23",2849,"2849"
"NM-2116.A_081","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7625","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_081","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7625","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_081","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7625","DO_WQC","6",985,"985"
"NM-2116.A_081","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7625","SC_WQC","500",1815,"1815"
"NM-2116.A_100","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7651","TEMP_4T3","20",999920,"999920"
"NM-2116.A_100","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7651","TEMP_WQC","23",2849,"2849"
"NM-2116.A_100","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7651","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_100","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7651","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_100","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7651","DO_WQC","6",985,"985"
"NM-2116.A_100","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7651","SC_WQC","500",1815,"1815"
"NM-2116.A_110","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7762","TEMP_4T3","20",999920,"999920"
"NM-2116.A_110","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7762","TEMP_WQC","23",2849,"2849"
"NM-2116.A_110","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7762","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_110","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7762","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_110","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7762","DO_WQC","6",985,"985"
"NM-2116.A_110","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7762","SC_WQC","500",1815,"1815"
"NM-2116.A_111","WWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","21f","8205","TEMP_WQC","32.2",2849,"2849"
"NM-2116.A_111","WWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","21f","8205","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_111","WWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","21f","8205","PH_HIGH","9",1648,"1648a"
"NM-2116.A_111","WWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","21f","8205","DO_WQC","5",985,"985"
"NM-2116.A_112","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","TEMP_4T3","20",999920,"999920"
"NM-2116.A_112","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","TEMP_WQC","23",2849,"2849"
"NM-2116.A_112","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_112","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_112","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","DO_WQC","6",985,"985"
"NM-2116.A_112","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","SC_WQC","500",1815,"1815"
"NM-2116.A_140","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","TEMP_4T3","20",999920,"999920"
"NM-2116.A_140","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","TEMP_WQC","23",2849,"2849"
"NM-2116.A_140","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_140","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_140","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","DO_WQC","6",985,"985"
"NM-2116.A_140","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","SC_WQC","500",1815,"1815"
"NM-2117_10","ColdWAL","RESERVOIR",,,"21d","7165","TEMP_6T3","20",999921,"999921"
"NM-2117_10","ColdWAL","RESERVOIR",,,"21d","7165","TEMP_WQC","24",2849,"2849"
"NM-2117_10","ColdWAL","RESERVOIR",,,"21d","7165","PH_LOW","6.6",1648,"1648b"
"NM-2117_10","ColdWAL","RESERVOIR",,,"21d","7165","PH_HIGH","8.8",1648,"1648a"
"NM-2117_10","ColdWAL","RESERVOIR",,,"21d","7165","DO_WQC","6",985,"985"
"NM-2117_10","ColdWAL","RESERVOIR",,,"21d","7165","TEMP_6T3","20",999921,"999921"
"NM-2117_10","ColdWAL","RESERVOIR",,,"21d","7165","TEMP_WQC","24",2849,"2849"
"NM-2117_10","ColdWAL","RESERVOIR",,,"21d","7165","PH_LOW","6.6",1648,"1648b"
"NM-2117_10","ColdWAL","RESERVOIR",,,"21d","7165","PH_HIGH","8.8",1648,"1648a"
"NM-2117_10","ColdWAL","RESERVOIR",,,"21d","7165","DO_WQC","6",985,"985"
"NM-2112.A_00","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6499","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2112.A_00","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6499","ECOLI_SINGLE","235",2287,"2287b"
"NM-2112.A_00","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6499","PH_LOW","6.6",1648,"1648b"
"NM-2112.A_00","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6499","PH_HIGH","8.8",1648,"1648a"
"NM-2112.A_02","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21e","9377","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2112.A_02","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21e","9377","ECOLI_SINGLE","235",2287,"2287b"
"NM-2112.A_02","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21e","9377","PH_LOW","6.6",1648,"1648b"
"NM-2112.A_02","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21e","9377","PH_HIGH","8.8",1648,"1648a"
"NM-2112.A_03","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21b","9783","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2112.A_03","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21b","9783","ECOLI_SINGLE","235",2287,"2287b"
"NM-2112.A_03","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21b","9783","PH_LOW","6.6",1648,"1648b"
"NM-2112.A_03","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21b","9783","PH_HIGH","8.8",1648,"1648a"
"NM-2112.A_10","PC","STREAM, INTERMITTENT","Moderate","Flat-Moderate","22h","5915","ECOLI_GEOMEAN","206",2287,"2287a"
"NM-2112.A_10","PC","STREAM, INTERMITTENT","Moderate","Flat-Moderate","22h","5915","ECOLI_SINGLE","940",2287,"2287b"
"NM-2112.A_10","PC","STREAM, INTERMITTENT","Moderate","Flat-Moderate","22h","5915","PH_LOW","6.6",1648,"1648b"
"NM-2112.A_10","PC","STREAM, INTERMITTENT","Moderate","Flat-Moderate","22h","5915","PH_HIGH","9",1648,"1648a"
"NM-2112.A_11","PC","STREAM, PERENNIAL","Moderate","Steep","21d","6420","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2112.A_11","PC","STREAM, PERENNIAL","Moderate","Steep","21d","6420","ECOLI_SINGLE","235",2287,"2287b"
"NM-2112.A_11","PC","STREAM, PERENNIAL","Moderate","Steep","21d","6420","PH_LOW","6.6",1648,"1648b"
"NM-2112.A_11","PC","STREAM, PERENNIAL","Moderate","Steep","21d","6420","PH_HIGH","8.8",1648,"1648a"
"NM-2112.A_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7129","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2112.A_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7129","ECOLI_SINGLE","235",2287,"2287b"
"NM-2112.A_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7129","PH_LOW","6.6",1648,"1648b"
"NM-2112.A_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7129","PH_HIGH","8.8",1648,"1648a"
"NM-2112.B_00","PC","RESERVOIR",,,"21b","9764","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2112.B_00","PC","RESERVOIR",,,"21b","9764","ECOLI_SINGLE","235",2287,"2287b"
"NM-2112.B_00","PC","RESERVOIR",,,"21b","9764","PH_LOW","6.6",1648,"1648b"
"NM-2112.B_00","PC","RESERVOIR",,,"21b","9764","PH_HIGH","8.8",1648,"1648a"
"NM-2113_00","SC","RIVER","Moderate","Flat-Moderate","22g","5700","ECOLI_GEOMEAN","126",2287,"2287a"
