"WATER_ID","DU","Waterbody","TN_SITE_CLASS","TP_SITE_CLASS","ECOREGION","ELEVATION","Criteria_Name","Criteria_Value","CHR_UID","CHR_UID_Unique"
"NM-2113_00","SC","RIVER","Moderate","Flat-Moderate","22g","5700","ECOLI_SINGLE","410",2287,"2287b"
"NM-2113_01","SC","RIVER","Moderate","Flat-Moderate","22h","6070","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2113_01","SC","RIVER","Moderate","Flat-Moderate","22h","6070","ECOLI_SINGLE","410",2287,"2287b"
"NM-2113_10","SC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6210","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2113_10","SC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6210","ECOLI_SINGLE","410",2287,"2287b"
"NM-2113_30","SC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6601","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2113_30","SC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6601","ECOLI_SINGLE","410",2287,"2287b"
"NM-2113_40","SC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6191","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2113_40","SC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6191","ECOLI_SINGLE","410",2287,"2287b"
"NM-2113_50","SC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22g","6004","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2113_50","SC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22g","6004","ECOLI_SINGLE","410",2287,"2287b"
"NM-2114_00","PC","RESERVOIR",,,"22h","6115","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2114_00","PC","RESERVOIR",,,"22h","6115","ECOLI_SINGLE","410",2287,"2287b"
"NM-2114_00","PC","RESERVOIR",,,"22h","6115","PH_LOW","6.6",1648,"1648b"
"NM-2114_00","PC","RESERVOIR",,,"22h","6115","PH_HIGH","8.8",1648,"1648a"
"NM-2115_00","PC","RIVER","Moderate","Flat-Moderate","21d","6325","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2115_00","PC","RIVER","Moderate","Flat-Moderate","21d","6325","ECOLI_SINGLE","410",2287,"2287b"
"NM-2115_00","PC","RIVER","Moderate","Flat-Moderate","21d","6325","PH_LOW","6.6",1648,"1648b"
"NM-2115_00","PC","RIVER","Moderate","Flat-Moderate","21d","6325","PH_HIGH","8.8",1648,"1648a"
"NM-2115_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6430","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2115_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6430","ECOLI_SINGLE","410",2287,"2287b"
"NM-2115_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6430","PH_LOW","6.6",1648,"1648b"
"NM-2115_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6430","PH_HIGH","8.8",1648,"1648a"
"NM-2115_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6490","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2115_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6490","ECOLI_SINGLE","410",2287,"2287b"
"NM-2115_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6490","PH_LOW","6.6",1648,"1648b"
"NM-2115_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6490","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_000","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7106","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_000","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7106","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_000","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7106","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_000","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7106","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_001","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7638","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_001","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7638","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_001","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7638","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_001","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7638","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_002","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7920","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_002","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7920","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_002","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7920","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_002","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7920","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_003","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_003","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_003","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_003","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_003","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_003","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_003","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_003","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_010","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6299","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_010","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6299","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_010","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6299","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_010","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6299","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_011","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6644","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_011","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6644","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_011","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6644","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_011","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6644","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_020","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8248","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_020","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8248","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_020","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8248","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_020","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8248","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_021","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7959","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_021","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7959","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_021","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7959","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_021","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7959","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_022","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_022","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_022","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_022","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_023","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_023","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_023","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_023","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_025","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_025","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_025","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_025","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_030","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_030","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_030","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_030","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_040","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_040","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_040","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_040","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_041","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_041","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_041","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_041","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_042","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_042","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_042","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_042","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_043","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_043","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_043","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_043","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_060","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_060","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_060","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_060","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_070","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_070","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_070","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_070","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_072","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_072","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_072","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_072","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_080","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_080","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_080","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_080","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_081","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7625","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_081","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7625","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_081","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7625","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_081","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7625","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_100","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7651","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_100","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7651","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_100","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7651","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_100","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7651","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_110","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7762","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_110","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7762","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_110","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7762","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_110","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7762","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_111","PC","STREAM, INTERMITTENT","Moderate","Flat-Moderate","21f","8205","ECOLI_GEOMEAN","206",2287,"2287a"
"NM-2116.A_111","PC","STREAM, INTERMITTENT","Moderate","Flat-Moderate","21f","8205","ECOLI_SINGLE","940",2287,"2287b"
"NM-2116.A_111","PC","STREAM, INTERMITTENT","Moderate","Flat-Moderate","21f","8205","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_111","PC","STREAM, INTERMITTENT","Moderate","Flat-Moderate","21f","8205","PH_HIGH","9",1648,"1648a"
"NM-2116.A_112","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_112","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_112","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_112","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_140","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_140","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_140","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_140","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","PH_HIGH","8.8",1648,"1648a"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","ECOLI_SINGLE","235",2287,"2287b"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","PH_LOW","6.6",1648,"1648b"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","PH_HIGH","8.8",1648,"1648a"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","ECOLI_SINGLE","235",2287,"2287b"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","PH_LOW","6.6",1648,"1648b"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","PH_HIGH","8.8",1648,"1648a"
